player_id,name,team,salary,age,impact_now,years_left
1630228,Jonathan Kuminga,GSW,7636307.0,22.0,2.13,2.0
1630230,Naji Marshall,DAL,8571429.0,27.0,1.99,3.0
1630231,KJ Martin,UTA,7975000.0,24.0,1.04,2.4
1630241,Sam Merrill,CLE,2164993.0,29.0,1.27,2.6
1630243,Trevelin Queen,ORL,,28.0,0.84,2.8
1630245,Ayo Dosunmu,CHI,7000000.0,25.0,1.99,2.6
1630249,Vít Krejčí,ATL,,25.0,1.34,2.6
1630256,Jae'Sean Tate,HOU,7565217.0,29.0,0.69,2.6
1630264,Anthony Gill,WAS,2237691.0,32.0,0.41,2.0
1630283,Kylor Kelley,LAL,73153.0,27.0,0.67,3.0
1630283,Kylor Kelley,LAL,73153.0,27.0,0.67,3.0
1630288,Jeff Dowtin Jr.,PHI,,28.0,1.12,2.8
1630296,Braxton Key,GSW,11997.0,28.0,0.18,2.8
1630311,Pat Spencer,GSW,438810.0,28.0,0.45,2.8
1630314,Brandon Williams,DAL,47989.0,25.0,1.16,2.6
1630322,Lindy Waters III,DET,2196970.0,27.0,0.91,3.0
1630346,Matt Ryan,NOP,621439.0,28.0,0.21,2.8
1630526,Jeremiah Robinson-Earl,NOP,2196970.0,24.0,1.23,2.4
1630527,Brandon Boston,NOP,,23.0,1.64,2.2
1630528,Josh Christopher,MIA,,23.0,0.31,2.2
1630529,Herbert Jones,NOP,12976362.0,26.0,1.74,2.8
1630530,Trey Murphy III,NOP,5159854.0,25.0,3.08,2.6
1630531,Jaden Springer,UTA,4772772.0,22.0,0.48,2.0
1630531,Jaden Springer,UTA,4772772.0,22.0,0.48,2.0
1630531,Jaden Springer,UTA,4772772.0,22.0,0.48,2.0
1630532,Franz Wagner,ORL,7007092.0,23.0,3.34,2.2
1630533,Ziaire Williams,BKN,6133005.0,23.0,1.67,2.2
1630534,Ochai Agbaji,TOR,4310280.0,25.0,1.71,2.6
1630537,Chris Duarte,CHI,5893768.0,28.0,0.4,2.8
1630538,Bones Hyland,MIN,4158439.0,24.0,0.88,2.4
1630539,Kai Jones,DAL,,24.0,0.87,2.4
1630540,Miles McBride,NYK,4710144.0,24.0,1.68,2.4
1630541,Moses Moody,GSW,5803269.0,23.0,1.52,2.2
1630542,Marcus Bagley,PHI,126356.0,23.0,1.59,2.2
1630542,Marcus Bagley,PHI,126356.0,23.0,1.59,2.2
1630543,Isaiah Jackson,IND,4435381.0,23.0,1.38,2.2
1630544,Tre Mann,CHA,4908373.0,24.0,1.88,2.4
1630545,Terrence Shannon Jr.,MIN,2546640.0,24.0,0.65,2.4
1630548,Johnny Juzang,UTA,3087519.0,24.0,1.42,2.4
1630549,Day'Ron Sharpe,BKN,3989122.0,23.0,1.55,2.2
1630550,JT Thor,WAS,,22.0,0.65,2.0
1630551,Justin Champagnie,WAS,1800000.0,24.0,1.65,2.4
1630552,Jalen Johnson,ATL,4510905.0,23.0,3.19,2.2
1630553,Keon Johnson,BKN,2162606.0,23.0,1.66,2.2
1630556,Kessler Edwards,DAL,,24.0,0.9,2.4
1630557,Corey Kispert,WAS,5705887.0,26.0,1.69,2.8
1630558,Davion Mitchell,MIA,6451077.0,26.0,1.4,2.8
1630559,Austin Reaves,LAL,12976362.0,27.0,2.98,3.0
1630560,Cam Thomas,BKN,4041249.0,23.0,2.95,2.2
1630561,David Duke Jr.,SAS,,25.0,0.43,2.6
1630567,Scottie Barnes,TOR,10130980.0,23.0,3.08,2.2
1630568,Luka Garza,MIN,2162606.0,26.0,0.52,2.8
1630570,Trendon Watford,BKN,2726603.0,24.0,1.42,2.4
1630572,Sandro Mamukelashvili,SAS,2087519.0,26.0,1.11,2.8
1630573,Sam Hauser,BOS,2092344.0,27.0,1.51,3.0
1630574,Ariel Hukporti,NYK,1064049.0,23.0,0.33,2.2
1630577,Julian Champagnie,SAS,3000000.0,24.0,1.67,2.4
1630578,Alperen Sengun,HOU,5424654.0,22.0,3.13,2.0
1630579,Jericho Sims,MIL,2092344.0,26.0,0.55,2.8
1630581,Josh Giddey,CHI,8352367.0,22.0,2.74,2.0
1630583,Santi Aldama,MEM,3960531.0,24.0,2.26,2.4
1630585,Marcus Garrett,CHA,107027.0,26.0,1.09,2.8
1630590,Scotty Pippen Jr.,MEM,2087519.0,24.0,1.7,2.4
1630591,Jalen Suggs,ORL,9188385.0,24.0,2.27,2.4
1630592,Jalen Wilson,BKN,1891857.0,24.0,1.48,2.4
1630595,Cade Cunningham,DET,13940809.0,23.0,3.64,2.2
1630596,Evan Mobley,CLE,11227657.0,24.0,3.07,2.4
1630598,Aaron Wiggins,OKC,10514017.0,26.0,1.86,2.8
1630600,Isaiah Mobley,PHI,11997.0,25.0,1.8,2.6
1630604,E.J. Liddell,CHI,706898.0,24.0,0.3,2.4
1630611,Gui Santos,GSW,1891857.0,23.0,0.82,2.2
1630618,D.J. Carton,TOR,,24.0,0.11,2.4
1630623,Tyson Etienne,BKN,,25.0,1.11,2.6
1630625,Dalano Banton,POR,2196970.0,25.0,1.23,2.6
1630631,Jose Alvarado,NOP,1988598.0,27.0,1.79,3.0
1630639,A.J. Lawson,TOR,100000.0,24.0,1.44,2.4
1630643,Jay Huff,MEM,2088033.0,27.0,1.1,3.0
1630644,Mac McClung,ORL,,26.0,0.2,2.8
1630649,Stanley Umude,MIL,,26.0,0.2,2.8
1630658,Colin Castleton,TOR,421081.0,25.0,0.95,2.6
1630658,Colin Castleton,TOR,421081.0,25.0,0.95,2.6
1630658,Colin Castleton,TOR,421081.0,25.0,0.95,2.6
1630658,Colin Castleton,TOR,421081.0,25.0,0.95,2.6
1630678,Terry Taylor,SAC,119972.0,25.0,0.1,2.6
1630692,Jordan Goodwin,LAL,223718.0,26.0,1.14,2.8
1630695,Micah Potter,UTA,,27.0,0.94,3.0
1630696,Dru Smith,MIA,,27.0,1.1,3.0
1630699,MarJon Beauchamp,NYK,2733720.0,24.0,0.35,2.4
1630700,Dyson Daniels,ATL,6059520.0,22.0,2.52,2.0
1630702,Jaden Hardy,DAL,2019699.0,22.0,1.08,2.0
1630703,Scoot Henderson,POR,10259160.0,21.0,1.82,1.7999999999999998
1630762,Phillip Wheeler,PHI,66503.0,23.0,0.38,2.2
1630811,Keaton Wallace,ATL,,26.0,0.95,2.8
1631093,Jaden Ivey,DET,7977240.0,23.0,2.31,2.2
1631094,Paolo Banchero,ORL,12160800.0,22.0,3.55,2.0
1631095,Jabari Smith Jr.,HOU,9770880.0,22.0,2.09,2.0
1631096,Chet Holmgren,OKC,10880640.0,23.0,2.57,2.2
1631097,Bennedict Mathurin,IND,7245720.0,23.0,2.19,2.2
1631098,Johnny Davis,WAS,5291160.0,23.0,0.42,2.2
1631099,Keegan Murray,SAC,8809560.0,24.0,2.26,2.4
1631101,Shaedon Sharpe,POR,6614160.0,22.0,2.47,2.0
1631102,TyTy Washington Jr.,PHX,,23.0,0.41,2.2
1631103,Malaki Branham,SAS,3217920.0,22.0,0.64,2.0
1631104,Blake Wesley,SAS,2624280.0,22.0,0.6,2.0
1631105,Jalen Duren,DET,4536840.0,21.0,2.32,1.7999999999999998
1631106,Tari Eason,HOU,3695160.0,24.0,2.14,2.4
1631107,Nikola Jović,MIA,,22.0,1.76,2.0
1631108,Max Christie,DAL,7142857.0,22.0,1.53,2.0
1631109,Mark Williams,CHA,4094280.0,23.0,2.67,2.2
1631110,Jeremy Sochan,SAS,5570040.0,22.0,1.89,2.0
1631111,Wendell Moore Jr.,CHA,2537040.0,23.0,0.75,2.2
1631114,Jalen Williams,OKC,4775760.0,24.0,3.17,2.4
1631115,Orlando Robinson,TOR,1691610.0,24.0,1.27,2.4
1631115,Orlando Robinson,TOR,1691610.0,24.0,1.27,2.4
1631115,Orlando Robinson,TOR,1691610.0,24.0,1.27,2.4
1631115,Orlando Robinson,TOR,1691610.0,24.0,1.27,2.4
1631116,Patrick Baldwin Jr.,LAC,2448840.0,22.0,0.36,2.0
1631117,Walker Kessler,UTA,2965920.0,23.0,2.51,2.2
1631119,Jaylin Williams,OKC,2019699.0,23.0,1.51,2.2
1631120,JD Davison,BOS,11997.0,22.0,0.28,2.0
1631121,Bryce McGowens,POR,,22.0,0.09,2.0
1631123,Jamaree Bouyea,MIL,,26.0,0.46,2.8
1631124,Julian Strawther,DEN,2552520.0,23.0,1.29,2.2
1631127,Harrison Ingram,SAS,,22.0,0.34,2.0
1631128,Christian Braun,DEN,3089640.0,24.0,2.39,2.4
1631131,Oscar Tshiebwe,UTA,,25.0,1.65,2.6
1631132,Christian Koloko,LAL,,25.0,0.53,2.6
1631133,Jabari Walker,POR,2019699.0,22.0,0.93,2.0
1631157,Ryan Rollins,MIL,1091887.0,22.0,1.02,2.0
1631157,Ryan Rollins,MIL,1091887.0,22.0,1.02,2.0
1631159,Leonard Miller,MIN,1891857.0,21.0,0.22,1.7999999999999998
1631165,Keon Ellis,SAC,2120693.0,25.0,1.47,2.6
1631166,Drew Timme,BKN,113055.0,24.0,1.96,2.4
1631169,Josh Minott,MIN,2019699.0,22.0,0.45,2.0
1631170,Jaime Jaquez Jr.,MIA,3685800.0,24.0,1.42,2.4
1631172,Ousmane Dieng,OKC,5027040.0,22.0,0.71,2.0
1631197,Jared Rhoden,TOR,119972.0,25.0,1.3,2.6
1631199,Ron Harper Jr.,DET,,25.0,1.3,2.6
1631200,Kris Murray,POR,2990040.0,24.0,0.77,2.4
1631204,Marcus Sasser,DET,2755080.0,24.0,1.0,2.4
1631207,Dalen Terry,CHI,3510480.0,22.0,0.74,2.0
1631209,Isaiah Wong,CHA,,24.0,0.85,2.4
1631210,Jacob Toppin,ATL,,25.0,0.27,2.6
1631212,Peyton Watson,DEN,2413560.0,22.0,1.41,2.0
1631213,Tyrese Martin,BKN,635853.0,26.0,1.45,2.8
1631214,Alondes Williams,LAC,,26.0,0.7,2.8
1631216,Caleb Houstan,ORL,2019699.0,22.0,0.72,2.0
1631217,Moussa Diabaté,CHA,,23.0,1.21,2.2
1631218,Trayce Jackson-Davis,GSW,1891857.0,25.0,1.29,2.6
1631221,Collin Gillespie,PHX,,26.0,1.17,2.8
1631222,Jake LaRavia,SAC,3352680.0,23.0,1.27,2.2
1631223,David Roddy,HOU,2967212.0,24.0,0.81,2.4
1631223,David Roddy,HOU,2967212.0,24.0,0.81,2.4
1631230,Dominick Barlow,ATL,491887.0,22.0,0.79,2.0
1631232,Keion Brooks Jr.,NOP,,24.0,1.57,2.4
1631243,Mouhamed Gueye,ATL,1891857.0,22.0,1.24,2.0
1631245,Quenton Jackson,IND,,26.0,0.96,2.8
1631246,Vince Williams Jr.,MEM,2120693.0,24.0,1.15,2.4
1631247,Luke Travers,CLE,,23.0,0.22,2.2
1631248,Baylor Scheierman,BOS,2494320.0,24.0,0.74,2.4
1631250,Pete Nance,MIL,,25.0,0.58,2.6
1631255,Karlo Matković,NOP,,24.0,1.38,2.4
1631260,AJ Green,MIL,,25.0,1.3,2.6
1631288,Jamal Cain,NOP,,26.0,0.85,2.8
1631301,Jaylen Sims,CHA,73153.0,26.0,0.91,2.8
1631301,Jaylen Sims,CHA,73153.0,26.0,0.91,2.8
1631303,Justin Minaya,POR,,26.0,0.17,2.8
1631306,Cole Swider,IND,227947.0,26.0,1.02,2.8
1631306,Cole Swider,IND,227947.0,26.0,1.02,2.8
1631311,Lester Quinones,NOP,,24.0,0.91,2.4
1631321,Sidy Cissoko,POR,1891857.0,21.0,0.24,1.7999999999999998
1631323,Simone Fontecchio,DET,7692308.0,29.0,0.99,2.6
1631342,Daeqwon Plowden,ATL,,26.0,0.94,2.8
1631386,Taze Moore,POR,,27.0,0.7,3.0
1631466,Nate Williams,HOU,,26.0,0.4,2.8
1641705,Victor Wembanyama,SAS,12768960.0,21.0,4.06,1.7999999999999998
1641706,Brandon Miller,CHA,11424600.0,22.0,2.96,2.0
1641707,Taylor Hendricks,UTA,5848680.0,21.0,1.3,1.7999999999999998
1641708,Amen Thompson,HOU,9249960.0,22.0,2.52,2.0
1641709,Ausar Thompson,DET,8376000.0,22.0,1.73,2.0
1641710,Anthony Black,ORL,7607760.0,21.0,1.43,1.7999999999999998
1641711,Gradey Dick,TOR,4763760.0,21.0,2.0,1.7999999999999998
1641712,Rayan Rupert,POR,1891857.0,21.0,0.43,1.7999999999999998
1641713,GG Jackson,MEM,,20.0,1.09,1.5999999999999999
1641715,Cam Whitmore,HOU,3379080.0,20.0,1.38,1.5999999999999999
1641716,Jarace Walker,IND,6362520.0,21.0,1.07,1.7999999999999998
1641717,Cason Wallace,OKC,5555880.0,21.0,1.59,1.7999999999999998
1641718,Keyonte George,UTA,4084200.0,21.0,2.42,1.7999999999999998
1641720,Jalen Hood-Schifino,PHI,3879840.0,22.0,1.07,2.0
1641721,Maxwell Lewis,BKN,1891857.0,22.0,0.71,2.0
1641722,Jordan Hawkins,NOP,4525680.0,23.0,1.57,2.2
1641723,Kobe Bufkin,ATL,4299000.0,21.0,0.84,1.7999999999999998
1641724,Jett Howard,ORL,5278320.0,21.0,0.65,1.7999999999999998
1641725,Trey Alexander,DEN,,22.0,0.21,2.0
1641726,Dereck Lively II,DAL,5014560.0,21.0,1.86,1.7999999999999998
1641727,Dariq Whitehead,BKN,3114240.0,20.0,0.83,1.5999999999999999
1641729,Brice Sensabaugh,UTA,2571480.0,21.0,1.53,1.7999999999999998
1641730,Noah Clowney,BKN,3244080.0,20.0,1.48,1.5999999999999999
1641731,Bilal Coulibaly,WAS,6945240.0,20.0,1.96,1.5999999999999999
1641732,Colby Jones,WAS,2120693.0,23.0,0.75,2.2
1641733,Nick Smith Jr.,CHA,2587200.0,21.0,1.37,1.7999999999999998
1641734,Emoni Bates,CLE,,21.0,0.61,1.7999999999999998
1641736,Reece Beekman,BKN,,23.0,0.55,2.2
1641737,Adem Bona,PHI,1157153.0,22.0,0.99,2.0
1641738,Kobe Brown,LAC,2533920.0,25.0,0.4,2.6
1641739,Toumani Camara,POR,1891857.0,25.0,2.03,2.6
1641740,Jaylen Clark,MIN,492323.0,23.0,0.73,2.2
1641741,Ricky Council IV,PHI,1891857.0,23.0,1.15,2.2
1641744,Zach Edey,MEM,5756880.0,23.0,1.8,2.2
1641745,Adam Flagler,OKC,,25.0,0.33,2.6
1641748,Andre Jackson Jr.,MIL,1891857.0,23.0,0.66,2.2
1641752,Bobi Klintman,DET,1257153.0,22.0,0.42,2.0
1641753,Chris Livingston,MIL,1891857.0,21.0,0.29,1.7999999999999998
1641755,Kevin McCullar Jr.,NYK,,24.0,0.46,2.4
1641757,Jordan Miller,LAC,1050000.0,25.0,0.6,2.6
1641763,Julian Phillips,CHI,1891857.0,21.0,0.8,1.7999999999999998
1641764,Brandin Podziemski,GSW,3519960.0,22.0,2.09,2.0
1641765,Olivier-Maxence Prosper,DAL,2870400.0,22.0,0.73,2.0
1641766,Adama Sanogo,CHI,,23.0,0.32,2.2
1641767,Ben Sheppard,IND,2663880.0,23.0,1.07,2.2
1641772,Nae'Qwan Tomlin,CLE,66503.0,24.0,1.16,2.4
1641774,Tristan Vukcevic,WAS,,22.0,1.39,2.0
1641775,Jordan Walsh,BOS,1891857.0,21.0,0.34,1.7999999999999998
1641779,Jalen Bridges,PHX,,24.0,0.09,2.4
1641783,Tristan da Silva,ORL,,24.0,1.21,2.4
1641787,Tosan Evbuomwan,BKN,,24.0,1.52,2.4
1641789,Jazian Gortman,DAL,,22.0,0.21,2.0
1641790,PJ Hall,DEN,,23.0,0.32,2.2
1641794,Dillon Jones,OKC,2622360.0,23.0,0.55,2.2
1641796,Pelle Larsson,MIA,1157153.0,24.0,0.8,2.4
1641798,Jaylen Martin,WAS,,21.0,0.82,1.7999999999999998
1641801,Emanuel Miller,CHI,,25.0,0.35,2.6
1641803,Tristen Newton,MIN,,24.0,0.07,2.4
1641809,Drew Peterson,BOS,,25.0,0.45,2.6
1641810,Antonio Reeves,NOP,1157153.0,24.0,0.96,2.4
1641815,Isaiah Stevens,MIA,,24.0,0.1,2.4
1641816,Hunter Tyson,DEN,1891857.0,25.0,0.47,2.6
1641817,Anton Watson,NYK,,24.0,0.11,2.4
1641824,Matas Buzelis,CHI,5195520.0,20.0,1.38,1.5999999999999999
1641842,Ronald Holland II,DET,,19.0,0.95,1.4
1641854,Craig Porter Jr.,CLE,1891857.0,25.0,0.6,2.6
1641857,Liam Robbins,MIL,,25.0,0.12,2.6
1641871,Duop Reath,POR,2048780.0,29.0,0.75,2.6
1641878,Damion Baugh,CHA,,24.0,1.2,2.4
1641879,Yuri Collins,GSW,66503.0,24.0,0.55,2.4
1641890,Tyler Smith,MIL,1157153.0,20.0,0.45,1.5999999999999999
1641936,Miles Norris,BOS,,25.0,0.7,2.6
1641989,Elijah Harkless,UTA,,25.0,0.73,2.6
1641998,Trey Jemison III,LAL,,25.0,0.51,2.6
1642024,Alex Reese,PHI,,26.0,1.01,2.8
1642050,Jackson Rowe,GSW,,28.0,0.7,2.8
1642258,Zaccharie Risacher,ATL,12569040.0,20.0,1.78,1.5999999999999999
1642259,Alex Sarr,WAS,11245680.0,20.0,2.23,1.5999999999999999
1642261,Dalton Knecht,LAL,3819120.0,24.0,1.37,2.4
1642262,Cody Williams,UTA,5469120.0,20.0,0.78,1.5999999999999999
1642263,Reed Sheppard,HOU,10098960.0,21.0,0.78,1.7999999999999998
1642264,Stephon Castle,SAS,9105120.0,20.0,2.05,1.5999999999999999
1642265,Rob Dillingham,MIN,6262920.0,20.0,0.62,1.5999999999999999
1642266,Ja'Kobe Walter,TOR,3465000.0,20.0,1.36,1.5999999999999999
1642267,Bub Carrington,WAS,4454880.0,19.0,1.77,1.4
1642268,Isaiah Collier,UTA,2512680.0,20.0,1.42,1.5999999999999999
1642269,Devin Carter,SAC,4689000.0,23.0,0.72,2.2
1642270,Donovan Clingan,POR,6836400.0,21.0,1.56,1.7999999999999998
1642271,Kyle Filipowski,UTA,3000000.0,21.0,1.69,1.7999999999999998
1642272,Jared McCain,PHI,4020360.0,21.0,2.0,1.7999999999999998
1642273,Kyshawn George,WAS,2825520.0,21.0,1.6,1.7999999999999998
1642274,Yves Missi,NOP,3193200.0,21.0,1.83,1.7999999999999998
1642275,Tidjane Salaün,CHA,,19.0,1.15,1.4
1642276,Kel'el Ware,MIA,4231800.0,21.0,1.8,1.7999999999999998
1642277,Johnny Furphy,IND,1850842.0,20.0,0.44,1.5999999999999999
1642278,Tyler Kolek,NYK,2087519.0,24.0,0.43,2.4
1642279,Ulrich Chomche,TOR,,19.0,0.16,1.4
1642280,Trentyn Flowers,LAC,,20.0,0.21,1.5999999999999999
1642281,Jaylon Tyson,CLE,3326160.0,22.0,0.61,2.0
1642285,Cam Spencer,MEM,,25.0,0.76,2.6
1642345,Oso Ighodaro,PHX,1157153.0,22.0,0.88,2.0
1642346,Ryan Dunn,PHX,2530800.0,22.0,1.25,2.0
1642347,Jamal Shead,TOR,1862265.0,22.0,1.15,2.0
1642348,Justin Edwards,PHI,425619.0,21.0,1.59,1.7999999999999998
1642349,Ajay Mitchell,OKC,3000000.0,23.0,1.0,2.2
1642352,Keshad Johnson,MIA,724883.0,24.0,0.5,2.4
1642353,Cam Christie,LAC,1157153.0,19.0,0.31,1.4
1642354,KJ Simpson,CHA,,22.0,1.27,2.0
1642355,Bronny James,LAL,1157153.0,20.0,0.35,1.5999999999999999
1642358,AJ Johnson,WAS,2795294.0,20.0,1.11,1.5999999999999999
1642359,Pacôme Dadiet,NYK,,19.0,0.32,1.4
1642366,Quinten Post,GSW,438920.0,25.0,1.38,2.6
1642367,Jonathan Mogbo,TOR,1862265.0,23.0,1.29,2.2
1642368,N'Faly Dante,HOU,,23.0,1.24,2.2
1642377,Jaylen Wells,MEM,1157153.0,21.0,1.61,1.7999999999999998
1642382,Branden Carlson,OKC,496519.0,26.0,0.71,2.8
1642382,Branden Carlson,OKC,496519.0,26.0,0.71,2.8
1642382,Branden Carlson,OKC,496519.0,26.0,0.71,2.8
1642384,Isaiah Crawford,SAC,,23.0,0.16,2.2
1642385,Cui Cui,BKN,,22.0,0.1,2.0
1642389,Zyon Pullin,MEM,,24.0,0.0,2.4
1642399,Jesse Edwards,MIN,,25.0,0.05,2.6
1642402,Enrique Freeman,IND,,24.0,0.35,2.4
1642403,Isaac Jones,SAC,152957.0,24.0,0.48,2.4
1642419,Jamison Battle,TOR,1000000.0,24.0,1.2,2.4
1642422,Armel Traore,LAL,,22.0,0.34,2.0
1642434,Riley Minix,SAS,,24.0,0.2,2.4
1642439,Quincy Olivari,LAL,,24.0,0.15,2.4
1642443,Jahmir Young,CHI,,24.0,0.31,2.4
1642449,Tolu Smith,DET,,24.0,1.8,2.4
1642450,Daniss Jenkins,DET,,23.0,0.16,2.2
1642461,Spencer Jones,DEN,,24.0,0.26,2.4
1642484,RayJ Dennis,IND,,24.0,0.54,2.4
1642502,Malevy Leons,OKC,126356.0,25.0,0.06,2.6
1642505,Alex Ducas,OKC,,24.0,0.34,2.4
1642530,Yuki Kawamura,MEM,,24.0,0.3,2.4
